Composer	Title	RISM ID	A number	B number
"Gow, Niel$d1727-1807$030012348"	"Part first (-fourth) of the complete repository of original Scots slow strathspeys and dances ... for the harp, piano-forte, violin and violoncello [Edinburgh, Gow & Shepherd]"	990022344	G 3258; GG 3258	
"Gram, Hans$d1754-1804$030011738"	"[mit Samuel Holyoke und Oliver Holden:] The Massachusetts compiler of theoretical and practical elements of sacred vocal music, together with a musical dictionary and a variety of psalm tunes, chorusses, &c., chiefly selected or adapted from modern Eupopean publications [Boston, Isaiah Thomas & Ebenezer T. Andrews]"	990022466	G 3385; GG 3385	
"Granom, Lewis Christian Austin$d1700c-1782$030013029"	"Six sonatas for two german flutes or two violins, with a thorough bass for the harpsicord or violoncello ... opera seconda. [London, John Simpson]"	990022594	G 3526	
"Grétry, André-Ernest-Modeste$d1741-1813$083932"	"[title page:] ŒUVRE VI. | L'AMITIÉ | A L'ÉPREUVE | COMÉDIE | En deux Actes mêlée d'Ariettes | Représentée devant Sa Majesté à fontainebleau, le 13 Novembre | 1770. Et à Paris le 17. Janvier 1771. | DÉDIÉE À MADAME | LA DAUPHINE | PAR M. GRETRY | De l'Académie de Boulogne. | Gravée par le S.|r Dezauche. | Prix 15.|f|f | A PARIS | Aux Adresses ordinaires de Musique. | A Lion. M. Castaud vis à vis la Comédie | A P D R | Imprimé par Montulay."	990022934	G 3939; GG 3939	
"Grétry, André-Ernest-Modeste$d1741-1813$083932"	"Aucassin et Nicolette, ou Les mœurs du bon vieux temps. Comédie en trois actes, représentée le 30 décembre 1779 ... œuvre XX [Paris, Houbaut (Huguet, Basset)]"	990022970	G 3982; GG 3982	
"Grétry, André-Ernest-Modeste$d1741-1813$083932"	"Barbe Bleue. Comédie en prose et en trois actes, paroles de M. Sedaine ... représentée ... le lundi 2 mars 1789 ... œuvre XXVIII [Paris, auteur (Huguet)]"	990022974	G 3992; GG 3992	
"Grétry, André-Ernest-Modeste$d1741-1813$083932"	"Méthode simple pour apprendre à préluder en peu de temps avec toutes les ressources de l'harmonie [Paris, Imprimerie de la République]"	990023439	G 4581; GG 4581	
"Guerini, Francesco$d18.sc$030001392"	"Six sonatas or duets for two violins. [London, A. Hummell]"	990023708	G 4858	
"Gaveaux, Pierre$d1760-1825$030001251"	"Le petit matelot. Opéra en un acte ... représenté pour la première fois sur le théâtre de la rue Faydeau le 7 janvier 1796 (vieux style) [Paris, les frères Gaveaux (gravé par la cioyenne Le Roy)]"	990019874	G 669; GG 669	
"Gesualdo, Carlo$d1566-1613$030010374"	"Madrigali a cinque voci, libro quarto. [Venezia, Angelo Gardano & fratelli]"	990020926	G 1737; GG 1737	
"Gesualdo, Carlo$d1566-1613$030010374"	"... tertia impressione [Venezia, stampa del Gardano; appresso Bartolomeo Magni]"	990020913	G 1724; GG 1724	
"Giardini, Felice$d1716-1796$062183"	"... nouvelle édition, revue et corrigée de 554 fautes [Paris, Bayard; Le Clerc; Mlle Castagnery]"	990021089	G 1908; GG 1908	
"Gesualdo, Carlo$d1566-1613$030010374"	"Madrigali a cinque voci, libro terzo. [Venezia, stampa del Gardano; appresso Bartolomeo Magni]"	990020923	G 1734; GG 1734	
Gillier the younger$d18.sc$030011663	"Six setts of lessons [G, c, F, A, F, E] for the harpsichord, opera seconda. [London, John Johnson]"	990021214	G 2042	
"Greene, Maurice$d1696-1755$030004140"	"Cathedral music, or Forty select anthems. [London, Thomas Bennett]"	990022774	G 3739	
"Greene, Maurice$d1696-1755$030004140"	"Twelve voluntarys for the organ or harpsichord [London, John Bland]"	990022810	G 3798; GG 3798	
"Festing, Michael Christian$d1705-1752$030005118"	"Eight solos [A, c, E, D, b, B, F, e] for a violin and thorough-bass ... opera quarta [London, William Smith; author]"	990017898	F 673; FF 673	
"Fiala, Joseph$d1748-1816$049050"	"Six quatuors concertants à deux violons, taille & violoncel ... œuvre I [Berlin, Johann Julius Hummel; Amsterdam, grand magazin de musique, aux adresses ordinaires]"	990017926	F 702	
"Finger, Gottfried$d1660c-1730$030001069"	"Six sonatas [F, c, C, B, g, G] of two parts for two flutes ... opera secunda [London, John Walsh & Joseph Hare]"	990018066	F 847; FF 847	
"Gesualdo, Carlo$d1566-1613$030010374"	"Madrigali a cinque voci [libro secondo] [Venezia, stampa del Gardano; appresso Bartolomeo Magni]"	990020918	G 1729; GG 1729	
"Gesualdo, Carlo$d1566-1613$030010374"	"Madrigali a cinque voci, libro sesto. [ [Venezia, stampa del Gardano; appresso Bartolomeo Magni]"	990020931	G 1742; GG 1742	
"Ducray-Duminil, François-Guillaume$d1761-1819$023691"	"L'autre nuit je réfléchissais. La croisée. Romance ... avec accompagnement de clavecin ou harpe [Paris, Imbault]"	990015377	D 3626; DD 3626	
"Duni, Egidio Romualdo$d1708-1775$030000905"	"Ariettes séparées [à 1 et 2 voix] [Paris, auteur; aux adresses ordinaires (gravées par le S|r Hue)]"	990015505	D 3772; DD 3772	
"Duni, Egidio Romualdo$d1708-1775$jAscertained$030000905"	"[title page:] NINETTE | A | LA COUR | Parodie de Bertholde à la Ville | Comédie en deux Actes, | melés d'Ariettes | PAR | M.|R FAVART. | Representée sur le Theatre de la Comedie Italiene | prix 12.|t|t |  A PARIS | Chez { M.|r de la Chevardiere, Editeur successeur de M.|r le Clerc, | ruë du Roule à la Croix d'Or. | M.|r Bayard, ruë S.|t Honoré à la Regle d'Or. | M.|e|l|l|e Castagnierie, ruë des Prouvenaires à la musique royale. | M.|r Lormel, ruë du Foin à l'Image S.|t|e Genevieve. | A LYON | M.|r|s les Freres Legoux, Place des Cordeliers. | AVEC PRIVILEGE DU ROY. | Gravé par M.|e|l|l|e Vendome"	990015509	D 3781; DD 3781	
"Dupuis, Thomas Sanders$d1733-1796$030004483"	"Six sonatas [G, C, D, F, B, A] for the piano forte or harpsichord with an accompanyment for a violin ... op. VI [London, Longman & Broderip]"	990015619	D 3908	
"Cumming, Angus$d1750c*$030009348"	"A collection of strathspey's, or old highland reels ... with a bass for the violoncello, harpsichord or piano forte [Edinburgh, s.n.]"	990011912	C 4581; CC 4581	
"Duni, Egidio Romualdo$d1708-1775$030000905"	"Ariettes ... en 4 parties [Paris, Duchesne (gravée par Mlle Vendôme)]"	990015511	D 3783; DD 3783	
"Dibdin, Charles$d1745-1814$0164414"	"Anne Hathewaye [London, author]"	990014143	D 2365; DD 2365	
"Dibdin, Charles$d1745-1814$0164414"	"The good of the nation [London, author]"	990014145	D 2367; DD 2367	
"Dibdin, Charles$d1745-1814$0164414"	"The Irish echo [London, author]"	990014146	D 2368; DD 2368	
"Dibdin, Charles$d1745-1814$0164414"	"Meg of Wapping [London, author]"	990014151	D 2373; DD 2373	
"Dibdin, Charles$d1745-1814$0164414"	"The portrait [London, issued with ""The By-Stander""]"	990014316	D 2542; DD 2542	
"Dibdin, Charles$d1745-1814$0164414"	"Sly old Hodge [London, author]"	990014324	D 2550; DD 2550	
"Dibdin, Charles$d1745-1814$0164414"	"The tar for all weathers [London, author]"	990014328	D 2554; DD 2554	
"Dibdin, Charles$d1745-1814$0164414"	"The drummer [London, author]"	990014366	D 2593; DD 2593	
"Dibdin, Charles$d1745-1814$0164414"	"Jack's gratitude [London, author]"	990014368	D 2595; DD 2595	
"Dibdin, Charles$d1745-1814$0164414"	"Life's a pun [London, author]"	990014371	D 2598; DD 2598	
"Dibdin, Charles$d1745-1814$0164414"	"Poor Peg [London, author]"	990014379	D 2606; DD 2606	
"Dibdin, Charles$d1745-1814$0164414"	"Jack at the windlass [London, author]"	990014423	D 2650; DD 2650	
"Dibdin, Charles$d1745-1814$0164414"	"None so pretty [London, author]"	990014433	D 2660; DD 2660	
"Dibdin, Charles$d1745-1814$0164414"	"A Welch love song [London, author]"	990014437	D 2664; DD 2664	
"Dibdin, Charles$d1745-1814$0164414"	"Wit and beauty [London, author]"	990014438	D 2665; DD 2665	
"Dibdin, Charles$d1745-1814$0164414"	"The Irish wedding [London, author]"	990014147	D 2369; DD 2369	
"Dibdin, Charles$d1745-1814$0164414"	"Negro philosophy [London, author]"	990014160	D 2382; DD 2382	
"Dibdin, Charles$d1745-1814$0164414"	"Pope Joan [London, author]"	990014162	D 2384; DD 2384	
"Dibdin, Charles$d1745-1814$0164414"	"The rustic Orpheus [London, author]"	990014163	D 2385; DD 2385	
"Dibdin, Charles$d1745-1814$0164414"	"Ben Backstay [London, author]"	990014281	D 2507; DD 2507	
"Dibdin, Charles$d1745-1814$0164414"	"The sailor's return [London, author]"	990014389	D 2616; DD 2616	
"Dibdin, Charles$d1745-1814$0164414"	"The compact of freedom [London, author]"	990014414	D 2641; DD 2641	
"Dibdin, Charles$d1745-1814$0164414"	"The camp of pleasure [London, author]"	990014536	D 2763; DD 2763	
"Dibdin, Charles$d1745-1814$0164414"	"Family likeness [London, author]"	990014546	D 2773; DD 2773	
"Dibdin, Charles$d1745-1814$0164414"	"Happy Jerry [London, author]"	990014547	D 2774; DD 2774	
"Dibdin, Charles$d1745-1814$0164414"	"Jack in his element [London, author]"	990014551	D 2778; DD 2778	
"Dibdin, Charles$d1745-1814$0164414"	"The joys of the country [London, author]"	990014553	D 2780; DD 2780	
"Dibdin, Charles$d1745-1814$0164414"	"Nautical philosophy [London, author]"	990014561	D 2788; DD 2788	
"Dibdin, Charles$d1745-1814$0164414"	"Sound argument [London, author]"	990014584	D 2811; DD 2811	
"Dibdin, Charles$d1745-1814$0164414"	"Every inch a sailor ... sung by Mr. Incledon ... at Vauxhall [London, author]"	990014285	D 2511; DD 2511	
"Dibdin, Charles$d1745-1814$0164414"	"An Irish drinking song [London, author]"	990014301	D 2527; DD 2527	
"Dibdin, Charles$d1745-1814$0164414"	"Mock Italian song [London, author]"	990014307	D 2533; DD 2533	
"Dibdin, Charles$d1745-1814$0164414"	"Conjugal comfort [London, author]"	990014365	D 2592; DD 2592	
"Dibdin, Charles$d1745-1814$0164414"	"Nothing but drunk [London, author]"	990014377	D 2604; DD 2604	
"Dibdin, Charles$d1745-1814$0164414"	"Moggy [London, author]"	990014428	D 2655; DD 2655	
"Dibdin, Charles$d1745-1814$0164414"	"Neighbour Sly [London, author]"	990014429	D 2656; DD 2656	
"Dibdin, Charles$d1745-1814$0164414"	"Ninety-three [London, author]"	990014431	D 2658; DD 2658	
"Dibdin, Charles$d1745-1814$0164414"	"The patent coffin [London, author]"	990014526	D 2753; DD 2753	
"Dibdin, Charles$d1745-1814$0164414"	"The shipwrecked tar [London, author]"	990014528	D 2755; DD 2755	
"Dibdin, Charles$d1745-1814$0164414"	"The taylor's daughter [London, author]"	990014529	D 2756; DD 2756	
"Dibdin, Charles$d1745-1814$0164414"	"Celia [London, author]"	990014537	D 2764; DD 2764	
"Dibdin, Charles$d1745-1814$0164414"	"Death or victory [London, author]"	990014543	D 2770; DD 2770	
"Dibdin, Charles$d1745-1814$0164414"	"The dustman [London, author]"	990014545	D 2772; DD 2772	
"Dibdin, Charles$d1745-1814$0164414"	"The Indian death song [London, author]"	990014549	D 2776; DD 2776	
"Dibdin, Charles$d1745-1814$0164414"	"Little Ben [London, author]"	990014554	D 2781; DD 2781	
"Dibdin, Charles$d1745-1814$0164414"	"The negro and his banjer [London, author]"	990014562	D 2789; DD 2789	
"Dibdin, Charles$d1745-1814$0164414"	"The Olympian hunt [London, author]"	990014563	D 2790; DD 2790	
"Dibdin, Charles$d1745-1814$0164414"	"The pleasures of the chase [London, author]"	990014568	D 2795; DD 2795	
"Dibdin, Charles$d1745-1814$0164414"	"The shipwreck [London, author]"	990014574	D 2801; DD 2801	
"Dibdin, Charles$d1745-1814$0164414"	"The soldier's adieu [London, author]"	990014578	D 2805; DD 2805	
"Chilcot, Thomas$d1707c-1766$030014395"	"Six concertos [C, A, F, D, G, C] for the harpsichord, accompanied with four violins, viola, violoncello, and basso-ripieno [London, John Johnson (engraved by William Clark)]"	990009505	C 2053; CC 2053	
"Chetham, John$d1688-1746$030012138"	"... the ninth edition with large additions [Leeds, Griffith White]"	990009494	C 2038	
"Klöffler, Johann Friedrich$d1725-1790$023415"	"A concerto [D] for the harpsichord or piano forte with accompaniments for two violins, two horns, two german flutes or oboes, a tenor & violoncello [London, William Napier]"	990033742	K 929	
"Kočvara, František$d1750c-1791$030001735"	"The battle of Prague. A favourite sonata for the piano forte or harpsichord with accompaniments for a violin, violoncello ... opera 13 [Edinburgh, London, Corri & Co.]"	990033903	K 1095	
"Koželuh, Leopold$d1747-1818$035531"	"Three grand sonatas or trios for the harpsichord, or piano forte, violin and violoncello ... op. 15 or 21 [London, J. Bland]"	990034295	K 1495	
"Nares, James$d1715-1783$030004036"	"Twenty anthems in score for 1. 2. 3. 4. and 5. voices. [London, author (T. Bennett)]"	990046624	N 55	
"Nenna, Pomponio$d1556-1618c$030013880"	"... quarta impressione. [Venezia, stampa del Gardano; appresso Bartolomeo Magni]"	990046951	N 396; NN 396	
"Nenna, Pomponio$d1556-1618c$030013880"	"... terza impressione. [Venezia, stampa del Gardano; appresso Bartolomeo Magni]"	990046940	N 385; NN 385	
"Nenna, Pomponio$d1556-1618c$030013880"	"... quarta impressione. [Venezia, stampa del Gardano; appresso Bartolomeo Magni]"	990046946	N 391	
"Philidor, François-André$d1726-1795$030002505"	"Le bûcheron, ou Les trois souhaits. Comédie en un acte, mêlée d'ariettes représentée à Versailles ... le mardi 15 mars 1763. [Paris, de La Chevardière (imprimé par Montulay)]"	990049334	P 1812; PP 1812	
"Philidor, François-André$d1726-1795$030002505"	"Le jardinier de Sidon. Comédie en deux actes ... représentée sur le théâtre de la Comédie italienne (1768). [Paris, de La Chevardière, aux adresses ordinaires; Lyon, Castaud]"	990049355	P 1844; PP 1844	
"Pleyel, Ignace$d1757-1831$024761"	"Six quatuors pour deux violons, alto et violoncelle ... œuvre 5 [Offenbach, Johann André, aux adresses ordinaires]"	990050609	P 3184; PP 3184	
"Pleyel, Ignace$d1757-1831$024761"	"Three quartetts dedicated to His Majesty the King of Prussia ... book 3 [London, Preston]"	990050684	P 3260; PP 3260	
"Pleyel, Ignace$d1757-1831$024761"	"Trois quatuors à deux violons, taille et violoncelle dédiés à Sa Majesté le Roi de Prusse ... œuvre X [Amsterdam, Berlin, Johann Julius Hummel]"	990050650	P 3226; PP 3226	
"Pleyel, Ignace$d1757-1831$024761"	"Three quartetts dedicated to His Majesty the King of Prussia ... book 4 [London, Preston]"	990050708	P 3284; PP 3284	
"Pleyel, Ignace$d1757-1831$024761"	"&mdksh; Trois quatuors à deux violons, taille et violoncelle dédiés à Sa Majesté le Roi de Prusse ... œuvre IX [Amsterdam, Berlin, Johann Julius Hummel]"	990050624	P 3199; PP 3199	
"Pleyel, Ignace$d1757-1831$024761"	"Trois quatuors à deux violons, taille et violoncelle dédiés à Sa Majesté le Roi de Prusse ... œuvre XI [Amsterdam, Berlin, Johann Julius Hummel]"	990050674	P 3250; PP 3250	
"Pleyel, Ignace$d1757-1831$024761"	"Six quartetts for two violins, a tenor and violoncello ... op. 1 [London, Preston]"	990050550	P 3125	
"Pleyel, Ignace$d1757-1831$024761"	"Six quartetts à deux violons, alte & basse ... œuvre 4, dédiés à Monsieur le Baron de Haysdorf, Chambellan de S. A. S. Msgr. le Duc de Modene, Chef du grand Bureau des Postes Impériales d'Augsbourg [Speyer, Bossler]"	990050593	P 3168; PP 3168	
"Pleyel, Ignace$d1757-1831$024761"	"Six quartetts for two violins, tenor and violoncello dedicated to His Royal Highness the Prince of Wales ... ([Kopftitel:] Pleyels 7th sett) [London, Preston]"	990050730	P 3306	
"Pleyel, Ignace$d1757-1831$024761"	"Three quartetts dedicated to His Majesty the King of Prussia ... book 1 [London, Preston]"	990050635	P 3210; PP 3210	
"Pleyel, Ignace$d1757-1831$024761"	"Three quartetts dedicated to His Majesty the King of Prussia ... book 2 [London, Preston]"	990050660	P 3236	
"Philidor, François-André$d1726-1795$030002505"	"Thémistocle. Tragédie lyrique en trois actes ... représentée ... le 13 8|b|r|e 1785. [Paris, auteur; aux adresses ordinaires (gravée par Huguet)]"	990049401	P 1906; PP 1906	
"Piccinni, Niccolò$d1728-1800$017950"	"Iphigénie en Tauride. Tragédie lyrique en quatre actes, représentée pour la première fois ... le mardi 23 janvier 1781. [Paris, ""chez le Suisse de l'Hôtel de Noailles""; aux adresses ordinaires; Lyon, Castaud (gravée par le S|r Huguet, imprimée par Basset)]"	990049615	P 2150; PP 2150	
"Piccinni, Niccolò$d1728-1800$017950"	"Pénélope. Tragédie lyrique en trois actes, représentée pour la première fois ... le 2 novembre 1785. [Paris, ""chez le Suisse de l'Hôtel de Noailles""; aux adresses ordinaires (gravée par Huguet)]"	990049622	P 2159; PP 2159	
"Piccinni, Niccolò$d1728-1800$017950"	"Roland. Opéra en trois actes, représenté pour la première fois ... le mardi 27 janvier 1778. [Paris, Des Lauriers]"	990049626	P 2163; PP 2163	
"Piccinni, Niccolò$d1728-1800$017950"	"[title page, f. 1r:] ATYS | TRAGÉDIE LYRIQUE | en Trois Actes | Représentée pour la première fois par l'Académie | Royale de Musique, le Mardi 22 Février 1780. | Paroles de QUINAULT. | Musique de M. PICCINNI. | Gravé et Corrigé par Huguet Musicien de la Comédie Italienne | en 1781. | Prix 24|l|t. [Livre] | A PARIS | Chez {le Suisse de l'Hotel de Noailles rue Saint Honoré. | De la Chevardiere, rue du Roule. | A Lyon chez Castaud. | Et aux adresses ordinaires. | AVEC PRIVILÉGE DU ROI. | [right side:] Imprimé par Basset."	990049533	P 2051; PP 2051	
"Piccinni, Niccolò$d1728-1800$017950"	"La buona figliuola. Opéra bouffon ... arrangé par M. Baccelli, représenté pour la première fois ... le 10 juin 1771. [Paris, Houbaut (gravée par le S|r Huguet)]"	990049548	P 2066; PP 2066	
"Piccinni, Niccolò$d1728-1800$017950"	"Overture ... [hpcd]. [London, Robert Falkener]"	990049560	P 2078	
"Piccinni, Niccolò$d1728-1800$017950"	"Le faux lord. Comédie en deux actes, représentée ... le 6 décembre 1783. [Paris, Brunet; ""chez le Suisse de l'Hôtel de Noailles""; aux adresses ordinaires (gravée par Huguet, imprimée par Basset)]"	990049603	P 2134; PP 2134	
"Piccinni, Niccolò$d1728-1800$017950"	"[title page, f. 1r:] DIDON | Tragédie Lyrique | en trois Actes | Representée à Fontainebleau devant leurs Majestés | le 16. Octobre 1783. | Et pour la premiere fois sur le Théatre de l'Académie Royale de Musique | Le Lundy 1.|e|r Décembre de la même Année. | DEDIÈE | A LA REINE | Mis en Musique | PAR M. PICCINI | Prix 24|l|t. [Livre] | Gravée par Huguet Musicien de la Comédie Italienne. | AParis Rue S|t. Honoré, Chez le Suisse de l'Hotel de Noailles. | Et aux adresses ordinaires de Musique | A Lyon chez Castaud place de la Comédie. | A. P. D. R. [right side:] Imprimé par Basset"	990049579	P 2101; PP 2101	
"Monsigny, Pierre-Alexandre$d1729-1817$030002240"	[title page:] LE CADI | DUPÉ | OPERA BOUFFON | En un Acte | Representé sur le Théatre de l'Opera Comique | Mis en Musique | Par M.|r *** | Prix en blanc 12.|t|t | Y compris les parties gravées separément pour faciliter l'exécution. A PARIS | Chez {M.|r De La Chevardiere rue de la Roule a la Croix d'Or. | Et Aux Adresses Ordinaires. | A LYON | [chez] M.|r|s Les Freres Le Goux Place des Cordeliers. | AVEC PRIVILÉGE DU ROY. | Gravé | par P.L. | Charpentier | 1761. | Imprimé par Bernard.	990041759	M 3159; MM 3159	
"Monsigny, Pierre-Alexandre$d1729-1817$030002240"	"Le Roy et le fermier. Comédie en trois actes [Paris, Hérissant (Hue)]"	990041859	M 3289; MM 3289	
"Monsigny, Pierre-Alexandre$d1729-1817$jAscertained$030002240"	"[title page:] ON NE S'AVISE | JAMAIS DE TOUT | Opera Bouffon | EN UN ACTE, | Mis en Musique | PAR MONSIEUR *** | Représentés à Versailles, devant leurs | Majestés, Le Mercredy 2 Decembre 1761. | Prix en blanc 12.|f|f | Gravé par Le s.|r Hue | A PARIS | Chez Le S.|r Hue Graveur Rue S.|t Honoré attenant le | Palais Royal vis-a-vis le Caffé du S.|r Dupuis au 2.|e | Et aux adresses ordinaires de Musique. | Avec Approbation, | ET PRIVILEGE DU ROY. | [at bottom:] Imrprimée par  Monthulay"	990041840	M 3264; MM 3264	
"Monsigny, Pierre-Alexandre$d1729-1817$030002240"	"Partition de Félix, ou L'enfant trouvé. Comédie en trois actes en vers, et en prose [Paris, Des Lauriers]"	990041818	M 3238; MM 3238	
"Millico, Giuseppe$d1737-1802$030002218"	"A second sett of six songs with an accompanyment for the great or small harp, forte piano or harpsichord [London, Welcker]"	990041476	M 2818	
"Monsigny, Pierre-Alexandre$d1729-1817$030002240"	"La belle Arsène. Comédie-féerie, en quatre actes ... représentée ... le 6 novembre 1773, et ... le 14 aoust 1775, et ... le 4 novembre 1775 [Paris, Des Lauriers]"	990041730	M 3112; MM 3112	
"Koželuh, Leopold$d1747-1818$035531"	"Partie XIII. contenante trois sonates [Es, C, f] pour le clavecin ou piano forte ... œuv. 38 [London, G. Goulding]"	990034557	K 1763	
"Koželuh, Leopold$d1747-1818$035531"	"Kozeluch's La chasse, pour le harpsichord or piano forte, op. V [London, J. Bland]"	990034569	K 1775	
"Kreutzer, Rodolphe$d1766-1831$053845"	"The favorite overture ... arranged as a duett for two performers on the piano forte, by T. Haigh [London, Lewis Lavenu]"	990034886	K 2101	
"Philidor, François-André$d1726-1795$030002505"	"The maid of the mill. A comick opera ... for the voice, harpsichord or violin. [London, Robert Bremner]"	990049420	P 1932; PP 1932	
"Paisiello, Giovanni$d1740-1816$01874"	"Le barbier de Séville. Opéra comique en quatre actes ... remis en français ... et parodié ... par Mr. Framery. [Paris, Le Duc]"	990047826	P 194; PP 194	
"Paisiello, Giovanni$d1740-1816$01874"	"La pazza per amore ou La folle par amour. [Paris, Pleyel & fils]"	990048009	P 394; PP 394	
"Paisiello, Giovanni$d1740-1816$01874"	"... en deux actes ... [Paris, Cousineau père et fils (gravé par Magnian)]"	990048097	P 483; PP 483	
"Philidor, François-André$d1726-1795$030002505"	"[without title] [Paris, La Chevardière; aux adresses ordinaires (gravé par le S|r Hue, imprimé par le S|r Bernard); Paris, La Chevardière; aux adresses ordinaires (gravé par le S|r Hue, imprimé par le S|r Bernard)]"	990049404	P 1909; PP 1909	
"Pecci, Tomaso$d1576-1604$030014476"	"... terza impressione. [Venezia, Bartolomeo Magni]"	990048700	P 1117	
"Pepusch, Johann Christoph$d1667-1752$030002471"	"Songs in the new opera call'd Thomyris ... (57 f.) [London, John Walsh & Peter Randall]"	990048796	P 1227	
"Pergolesi, Giovanni Battista$d1710-1736$030002483"	"Salve Regina, a due voci. [London, Robert Bremner]"	990048939	P 1388; PP 1388	
"Philidor, François-André$d1726-1795$030002505"	"[...] [Paris, de La Chevardière; aux adresses ordinaires (gravé par le S|r Hue, imprimé par Montulay)]"	990049394	P 1890; PP 1890	
"Philidor, François-André$d1726-1795$030002505"	"L'amant déguisé, ou Le jardinier supposé. Comédie en un acte, mêlée d'ariettes ... représentée ... le 2 septembre 1769. [Paris, de La Chevardière; Lyon, Castaud]"	990049313	P 1786; PP 1786	
"Philidor, François-André$d1726-1795$030002505"	"Le maréchal ferrant. Opéra comique en deux actes, représenté sur le théâtre de l'Opéra comique et de la Comédie italienne. [Paris, Le Duc]"	990049367	P 1856; PP 1856	
"Mozart, Wolfgang Amadeus$d1756-1791$0115324"	"Sonata IX, from op. 19, with violin and violoncello accompaniments, ad libitum [London, Monzani & Cimador]"	990045436	M 6907	
"Oswald, James$d1710-1769$030007855"	"The Caledonian pocket companion, containing fifty of the most favourite Scotch tunes, several of them with variations, all set for the german flute [6 vol.] [London, J. Simpson]"	990047564	O 256; OO 256	
"Nenna, Pomponio$d1556-1618c$030013880"	"Madrigali a cinque voci, quinto libro, novamente stampati."	990046942	N 387	
"Nenna, Pomponio$d1556-1618c$030013880"	ALTO | DI POMPONIO | NENNA DA BARI | CAVALIER DI CESARE | IL PRIMO LIBRO | De Madrigali à Cinque voci. | Nouamente dati in luce. | [printer's mark] | STAMPA DEL GARDANO | IN VENETIA M DC XVII. | Appresso Bartholomeo Magni.	990046938	N 383; NN 383;	B/I$c1617 18
"Nenna, Pomponio$d1556-1618c$030013880"	"CANTO. | DI | POMPONIO NENNA | CAVALIER | DI CESARE. | L'OTTAVO LIBRO | DE MADRIGALI | A CINQVE | Nouamente con molta diligenza dati in luce. | DA | FERDINANDO ARCHILEI | DOTTOR DI LEGGE | [printer's mark] | IN ROMA, Appresso Gio. Battista Robletti. 1618. | CON LICENZA DE' SVPERIORI."	990046952	N 397;	B/I$c1618 11
"Nicolai, Valentin$d1743c-1798c$030002353"	"Six sonatas [C, Es, g, Es, G, F] for the piano-forte or harpsichord with an accompaniment for a violin ... opera III. [London, John Welcker]"	990047164	N 616; NN 616	
"Rousseau, Jean-Jacques$d1712-1778$067075"	"Fragmens de Daphnis et Chloé, composés du premier acte, de l'esquisse du prologue et de différens morceaux préparés pour le second acte et le divertissement. [Paris, Esprit (Richomme)]"	990056204	R 2897; RR 2897	
"Rousseau, Jean-Jacques$d1712-1778$067075"	"... avec l'ariette ajoutée par M|r Philidor. [Paris, Le Clerc (imprimé par Courbet)]"	990056209	R 2902; RR 2902	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[title page, f. a1r:] Sabbahtische | Seelenlust/ | Daß ist: | Lehr= Trost= Vermahnung= | und Warnungsreiche Lieder über | alle Sontägliche Evangelien deß | gantzen Jahres/ | Welche / so wol auf bekante / und in rei= | nen Evangelischen Kirchen gebräuchliche/ | alß auch gantz Neue/ | Vom Herren Thoma Sellio/ bei der hoch= | löblichen Statt Hamburg bestaltem Cantore/ wolge= | setzete Melodeien können gesungen und ge= | spielet werden/ | Gott zu Ehren und Christlichen | Hertzen zu nützlicher Erbauung abgefas= | set und herausgegeben | von | Johann Rist. | [round mark of J. & H. Stern, inside monogram, around: MANVS DOMINI PROTEGAT NOS] | Lüneburg/ | Gedrukt und verlegt durch die Sternen. | ANNO M DC LI."	990059164	S 2761; SS 2761	
"Shepherd, William$d1760c-1812$030014759"	"A second collection of strathspey reels &c. for the piano forte, violin & violoncello. [Edinburgh, Gow & Shepherd]"	990059301	S 2918; SS 2918	
"Shield, William$d1748-1829$030004470"	"The poor soldier. A comic opera ... selected and compos'd by William Shield. [London, John Bland]"	990059487	S 3108; SS 3108	
"Shield, William$d1748-1829$030004470"	"The plough boy. Song, sung by Mr. Blanchard. [London, Longman & Broderip]"	990059348	S 2966; SS 2966	
"Serré de Rieux, Jean de$d17/18$030012196"	"Les dons des enfans de Latone: La musique et la chasse du cerf, poëmes dédiés au Roy. [Paris, Pierre Prault; Jean Dessaint; Jacques Guérin]"	990059230	S 2836; SS 2836	
"Purcell, Henry$d1659-1695$033668"	"The music of the masque in Oedipus. [[London], [Goodison]]"	990053167	P 5921; PP 5921	
"Rameau, Jean-Philippe$d1683-1764$0169730"	"... refondu, et remis au théâtre au mois de decembre 1754. [Paris, auteur (gravée par le S|r Hue, imprimée par Monthulay)]"	990053551	R 127; RR 127	
"Salieri, Antonio$d1750-1825$076967"	Les Danaïdes. Tragédie lirique en cinq actes ... représentée pour la première fois par l'Académie royale (nationale [bei No. 16]) de musique le lundi 19 avril 1784. | A PARIS. | Chez DES LAURIERS [...]	990057011	S 491; SS 491	
"Scarlatti, Domenico$d1685-1757$030002849"	"Thirty sonatas, for the harpsichord or piano-forte; publish'd (by permission) from manuscripts in the possession of Lord Viscount Fitzwilliam. [London, Robert Birchall]"	990057670	S 1213	
"Scarlatti, Domenico$d1685-1757$030002849"	"Forty two suits of lessons for the harpsichord. [London, John Johnson]"	990057649	S 1191; SS 1191	
"Stamitz, Anton$d1750-1809a$030003031"	"Six quatuors concertants, à deux violons, alto et basse ... œuvre première. [Den Haag, Burchard Hummel & fils]"	990060700	S 4376; SS 4376	
