UTL Catkey	100	245	260	300	RISM A number	RISM B number	RISM ID	Correct A number	Correct B number	CDN-Tu?	Notes	RISM ID no	[ACTUAL NUMBERS]	New 510
2588073	"Weippert, Mr.(John Erhardt)"	"12$aA second book of progressive lessons for the pedal harp :$bincluding a variety of sonatas, airs, with variations, marches, minuettos, rondo's, walzer's, preludes, and modulations /$ccomposed ... by Mr. Weippert ; op. 13."	"0\$a[London] :$bTo be had of Mr. Weippert ...,$c[1781?]"	"1 score ([1], 2-22 p.)"	W 568		992002938			no		RISM ID no. 	992002938	RISM ID no. 992002938
2708910	"Blaise,M.(Adolphe),d. 1772"	"00$aIsabelle et Gertrude,$bou, Les sylphes supposés : comédie en un acte /$cpar M. Favart ; mise en musique par M. Blaise ; représentée à la Comedie italiene ; avec les parties separés."	"0\$aA Paris :$bChez Mr. de la Chevardiere ... ;$aA Lion :$bMrs. les freres le Goux ..., Mr. Castaud ...,$c[1767?]"	"1 vocal score ([2], 48 p.) +8 parts."	B 2808		990005561			no		RISM ID no. 	990005561	RISM ID no. 990005561
2708921	"Berton,M.(Pierre-Montan),1727-1780"	"10$aErosine :$bpastorale héroique : représentée devant Sa Majesté à Fontainebleau, et à Paris à l'Accadémie royalle de musique /$ccomposé par M. Berton ... ; les paroles par M. de Moncrif."	"0\$aA Paris :$bChez M. de la Chevardiere ... ;$aA Lyon :$bMrs. les freres le Goux ...,$c[1766?]"	"1 score ([2], 93 p.)"	B 2358		990005143			no		RISM ID no. 	990005143	RISM ID no. 990005143
2886619	"Mozart, Wolfgang Amadeus,1756-1791."	10$aW.A. Mozarti Missa pro defunctis requiem :$bKlavier-Auszug von Anton André ; mit lateinisch- und deutschem Texte.	"\\$aOffenbach a/M :$bBei Johann André,$c[181-?]"	1 vocal score (59 p.)	M 4060		990042635			No		RISM ID no. 	990042635	RISM ID no. 990042635
2900852	"Marle, Nicolas de"	\\$aMissa ad imitationem moduli (Panis quem ego dabo) /$cauctore Nicolao de Marle ; cum quatuor vocibus ; nunc primum in lucem aedita.	"\\$aLutetiae :$bApud Adrianum Le Roy, & Robertum Ballard, regis typographos ...,$c1559."	l0 leaves.	M 710		990039447			No		RISM ID no. 	990039447	RISM ID no. 990039447
2975641	"Grétry, André-Ernest-Modeste,1741-1813"	"13$aLa rosière de Salenci :$bpastorale en trois actes : représentée par les Comédiens italiens ordinaires du roi, le lundi 28. fevrier 1774 ... /$cpar M. Gretry ... ; gravée par J. Dezauche."	"\\$aA Paris :$bChés Houbaut ... ; de l'Imprimerie de Basset,$c[1777?]"	"1 score ([2], 162 p.)"	G 4403		990023303			No		RISM ID no. 	990023303	RISM ID no. 990023303
2975705	"Dalayrac, N.(Nicolas),1753-1809."	"14$aLes deux petits Savoyards :$bcomédie en un acte /$cpar M. Mars..... des V...... ; représentée, pour la premiere fois, par les Comédiens italiens ordinaires du roi, le mercredi 14 janvier 1789 et a Versailles, devant Leurs Majestés, le vendredi suivant ... ; par M. Dal*** ... ; gravé par Huguet ..."	"\\$aA Paris :$bChez Le Duc ...,$c[1789]"	"1 score ([1], 133 p.)"	D 164		990012104			no		RISM ID no. 	990012104	RISM ID no. 990012104
2975712	"Mozart, Wolfgang Amadeus,1756-1791."	10$aIdomeneo :$bdramma eroico in tre atti /$cmesso in musica dal signor W.A. Mozart ; édition dédiée aux souscripteurs par l'editeur ...	"\\$aA Paris :$bAu magasin de J. Frey ... ; gravee et imprimée par M.M. Marquerie frères,$c[182-?]"	1 score (2 v.)	M 4188		990042760			no		RISM ID no. 	990042760	RISM ID no. 990042760
2975726	"Mozart, Wolfgang Amadeus,1756-1791."	10$aClemenza di Tito :$bopera seria in due atti /$cmesso in musica dal signor W.A. Mozart ; édition déddée aux sousscripteurs par l'editeur ...	"\\$aA Paris :$bAu magasin de J. Frey ... ; gravée et imprimée par MM. Marquerie frères, $c[1822?]"	"1 score ([1], v, 378 p.)"	M 5095		990043643			no		RISM ID no. 	990043643	RISM ID no. 990043643
2975747	"Grétry, André-Ernest-Modeste,1741-1813"	"13$aLe magnifique :$bcomédie en trois actes m^elée d'ariettes : représentée à Versailles devant Sa Majesté le 26. mars 1773, et sur le Théatre de la Comédie italienne le 4. mars 1773 ... /$cpar M. Gretry ... ; gravée par J. Dezauche ..."	"\\$aA Paris:$bChez Mlle. Jenny Grétry ...,$c[1799]"	"1 score ([2], 179 p.)"	GG 4246a		991019479			no		RISM ID no. 	991019479	RISM ID no. 991019479
3012314	"Audinot, N.-M.(Nicolas-Médard)"	"13$aLe tonnelier :$bopera comique en un acte /$cmis en musique par Messieurs *** ; representé pour la premiere fois sur le Théatre des comédiens italiens ordinaires du roy, le 16 mars 1765 ; gravé par Gerardin."	"0\$aA Paris :$bChez Le Clerc ...; Imprimé par Courbet,$c[1770?]"	"1 score ([1], 99 p.)"	A 2843		990002841			No		RISM ID no. 	990002841	RISM ID no. 990002841
3217443	"Berton, H.(Henri),1767-1844."	14$aLes rigueurs du cloitre :$bdrame lyrique en deux actes et en prose /$cpar M. Fievée ; mis en musique par M. Berton ; représenté pour la 1ere. fois par les Comédiens italiens ordinaires le lundy 23 aoust 1790 ...	"\\$aA Paris :$bChez Des-Lauriers ...,$c[1790]"	"[2] leaves, score (145 p.)"	B 2306		990005093			No		RISM ID no. 	990005093	RISM ID no. 990005093
3245777	"Boismortier, Joseph Bodin de,1689-1755."	10$aDaphnis et Chloé :$bpastorale : representée par l'Academie royale de musique : pour la premiere fois le jeudi 28 septembre 1747 /$cmise en musique par Mr. Boismortier ; oeuvre cent deuxieme.	"0\$aA Paris :$bChez l'auteur ..., Me. Boivin ..., Mr. Le Clerc ...,$c[1747]"	"1 score ([1], 134 p.)"	B 3315		990006050			no		RISM ID no. 	990006050	RISM ID no. 990006050
3245781	"Gondot, Pierre-Thomas"	"13$aLe prix de la beauté,$bou, Les couronnes : pastorale en trois actes, et un prologue, avec des divertissemens, sur des airs choisis et nouveaux."	"0\$aA Paris :$bChez De Lormel ...; et se vend aussi aux Spectacles,$c1760."	"[8], 63, [2] p., 16 p. of music, [5] leaves of plates :ill."		"II, 292"	not in RISM							
3658117	"Madlseder, Nonnosus"	"10$aOffertoria XV. solemnia$bde festis sanctorum in communi à quatuor vocibus ordinariis, violinis duobus obligatis, viola obligata, clarinis vel cornibus ad libitum, cum duplici basso, juxta novissimum stylum a R.P. Nonnoso Madlseder ... composita.  Op. II ..."	"00$aAugustae Vindelicorum,$bSumptibus M. Rieger,$c1767."	11 parts.	M 115		990038875			no		RISM ID no. 	990038875	RISM ID no. 990038875
3691772	"Handel, George Frideric,1685-1759."	"04$aThe vocal works$ccomposed by G.F. Handel, arranged for the organ or piano forte, by Dr. John Clarke."	"00$aLondon,$bButton & Whitaker$c[1809?]"	6 v.	H 735 		"990025032, 991019881, 991019895, 990025132, 991019848, 990025174, 990025443, 990025424, 990024785, 991019957, 991019945, 990024873, 990024845, 991019950, 991019873"			No		RISM ID no. 	"990025032, 991019881, 991019895, 990025132, 991019848, 990025174, 990025443, 990025424, 990024785, 991019957, 991019945, 990024873, 990024845, 991019950, 991019873"	"RISM ID no. 990025032, 991019881, 991019895, 990025132, 991019848, 990025174, 990025443, 990025424, 990024785, 991019957, 991019945, 990024873, 990024845, 991019950, 991019873"
3691791	"French, Jacob,b. 1754"	"10$aHarmony of harmony.$cIn five parts, containing, I. The ground work, or principles of music, by way of question and answer.  II. The gamut, or scale of music, in a very plain and concise method, together with observations on music.  III. A complete set of Psalm tunes, adapted to all the different metres and keys usually sung in churches.  IV. A number of pieces set to particular Psalms and hymns, together with odes, fuging and flying pieces.  V. A number of anthems, suitable for different occasions.  By Jacob French ..."	"00$aNorthampton [Mass.]$bPrinted, typographically by A. Wright, for the compiler,$c1802."	"xii, [9]-151, [1] p."	RISM		Not in RISM							
3691801	"Nunes da Silva, Manuel,b. 1678"	"10$aArte minima,$bque com semibreve prolaçam trata em tempo breve, os modos da maxima, & longa sciencia da musica ...$cpor seu author o p. Manoel Nunes da Sylva."	"00$aLisboa Occidental,$bA. Manescal,$c1725."	"[12], 44, 52, 136 p.illus., music."		"VI, 815"	not in RISM							
3692136	"[Stillingfleet, Benjamin]1702-1771"	10$aPrinciples and power of harmony.	"00$aLondon,$bPrinted by J. and H. Hughs, and sold by S. Baker and G. Leigh [etc.]$c1771."	"vii, [1], 154, [6] p.fold. plate (music)"		"VI, 809"	Not in RISM							
3698667	"Cherubini, Luigi,1760-1842"	"10$aOuverture de l'opéra Anacréon,$barr. pour 2 pianofortes à 8 mains,$ccomposé par Cherubini."	"00$aLeipzig,$bA. Kühnel$c[180-]"	2 parts.	"CC 2028 I,92"		not in RISM	UTL has incorrect A number						
3699578	"Arnold, John,ca. 1720-1792"	"10$aChurch music reformed;$bor, The art of psalmody, universally explained unto all people.$cContaining, I. A new introduction to the grounds of music, teaching all the rudiments thereof ... To which is prefixed a prefatory discourse on the present use of psalmody ...  II. Select portions of the Psalms of David, properly adapted to a set of grave and solemn Psalm-tunes ...  The Psalm-tunes are set in two parts, treble and bass, and figured for the organ or harpsichord ..."	"00$aLondon,$bPrinted by R. Brown, for the author, and sold by L. Hawes [etc.] $c1765."	"71, [1] p."	A 2184		990002185			no		RISM ID no. 	990002185	RISM ID no. 990002185
3795850	"Azais, Hyacinthe,1742-1795"	"10$aMéthode de musique sur un nouveau plan,$bà l'usage des élèves de l'école royale militaire.  On a joint aux leçons un accompagnement de basse chiffrée; six trio qui peuvent être éxécutés par deux violons et une basse;  quelques ariettes avec des accompagnements, &c., un traité abregé d'harmonie, et un dictionnaire de musique."	"0\$aParis,$bBignon$c[1776?]"	"[4], 173 p."		"VI, 104"	not in RISM							
3795918	"Banchieri, Adriano,1568-1634"	"10$aCartellina del canto fermo gregoriano,$bnuouamente spiegata in autori celebri, & pratici esempi.  Operetta gioueuole per insegnare, & introdurre al choro qual si voglia nouizzo, ò nouizza, così secolare, come regolare."	"00$aBologna,$bPer gli heredi di G. Rossi,$c1614."	80 p.music.		"VI, 115"	not in RISM							
3795985	"Mozart, Wolfgang Amadeus,1756-1791."	00$aQuatuor arrangée [sic] pour le piano-forte à quatre mains$cpar C.D. Stegmann.  No 1.	"0\$aBonn,$bN. Simrock$c[between 1812 and 1814]"	27 p.	M 6211		990044747			no		RISM ID no. 	990044747	RISM ID no. 990044747
3795988	"Mozart, Wolfgang Amadeus,1756-1791."	00$aQuatuor arrangée [sic] pour le piano-forte à quatre mains$cpar C.D. Stegmann.  No 2.	"0\$aBonn,$bN. Simrock$c[between 1812 and 1814]"	21 p.	M 6217		990044753			no		RISM ID no. 	990044753	RISM ID no. 990044753
3795989	"Mozart, Wolfgang Amadeus,1756-1791."	00$aQuatuor arrangée [sic] pour le piano-forte à quatre mains$cpar C.D. Stegmann.  No 3.	"0\$aBonn,$bN. Simrock$c[between 1814 or 5]"	27 p.	M 6224		990044760			no		RISM ID no. 	990044760	RISM ID no. 990044760
3796009	"Mozart, Wolfgang Amadeus,1756-1791."	10$aRequiem für das Pianoforte allein mit Hinweglassung der Worte gesetzt$cvon Carl Czerny.	"0\$aWien,$bA. Diabelli$c[1828]"	31 p.	M 4086		990042661			No		RISM ID no. 	990042661	RISM ID no. 990042661
3796049	"Berton, H.(Henri),1767-1844."	10$aFrançoise de Foix;$bopéra en trois actes.$cReprésenté pour la première fois sur le théâtre de l'Opéra comique impérial le 28 janvier 1809.  Paroles de MM. Bouilly & Dupaty.	"00$aParis,$bMme. Duhan$c[1809?]"	score (249 p.)	B 2248		990005035			No		RISM ID no. 	990005035	RISM ID no. 990005035
3796052	"Berton, H.(Henri),1767-1844."	13$aLe délire;$bopéra en un acte ...$cLes paroles de Mr. Révéroni St. Cyr.	"00$aParis,$bBoieldieu jeune$c[between 1811 and 1818]"	"[1] p., score (127 p.)"	B 2240		990005028			no		RISM ID no. 	990005028	RISM ID no. 990005028
3796055	"Berton, H.(Henri),1767-1844."	"10$aMontano et Stéphanie,$bopéra en trois actes,$cpar Monsieur Jaure, mis en musique par H. Berton ..."	"00$aParis,$bBoieldieu jeune$c[between 1811 and 1818]"	"[1] p., score (266 p.)"	B 2275		990005062			No		RISM ID no. 	990005062	RISM ID no. 990005062
3796065		04$aLes psaumes de David.	00$a[Amsterdam?$c174-?]	554 p.			not in RISM							
3796082	"Blow, John,-1708"	"04$aThe pleasant musical companion,$bbeing a choice collection of catches, for three and four voices,$ccompos'd by Dr. John Blow, the late Mr. Henry Purcell, and other eminent masters."	"00$aLondon,$bPrinted by W. Pearson and sold by J. Young,$c1720."	"[8], 92 p."	"II, 289"		Not in RISM							
3796087	"Boccherini, Luigi,1743-1805"	"00$aSix sonatas for the harpsichord or pianoforte,$bwith an accompaniment for a violin or German flute.  Opera 3 [i.e. 5]"	"00$aLondon,$bPrinted & sold by M. Clementi$c[ca. 1800]"	2 parts.	B 3024		990005765			No		RISM ID no. 	990005765	RISM ID no. 990005765
3796098	"Schobert, Johann,-1767"	00$a[Selected works]	"00$aLondon,$bPrinted and sold by R. Bremner$c[between 1762 and 1789]"	1 v. (various pagings)	S 1919					No		RISM ID no. 	"990058354, 990058355, 990058356, 992000889, 990058357, 990058358, 990058360, 990058361, 992000890, 990058362, 990058363, 990058365, 990058366, 990058367, 990058368, 990058369, 990058371, 990058372, 990058373, 990058375, 990058376, 990058377, 990058378, 990058380, 990058381, 990058382, 990058383, 990058384, 990058386, 990058387, 990058388, 990058389, 990058391, 990058392, 990058393, 990058394, 990058395, 990058397, 990058398, 990058399, 990058400, 990058401, 990058402, 990058404, 990058405, 990058406, 990058407, 990058408, 990058409, 990058410, 990058411, 990058412, 990058414, 990058415, 990058416, 990058418, 990058419, 990058420, 990058422, 990058423, 990058424, 990058425, 990058426, 990058428, 990058429, 990058430, 990058431, 990058432, 990058433"	"RISM ID no. 990058354, 990058355, 990058356, 992000889, 990058357, 990058358, 990058360, 990058361, 992000890, 990058362, 990058363, 990058365, 990058366, 990058367, 990058368, 990058369, 990058371, 990058372, 990058373, 990058375, 990058376, 990058377, 990058378, 990058380, 990058381, 990058382, 990058383, 990058384, 990058386, 990058387, 990058388, 990058389, 990058391, 990058392, 990058393, 990058394, 990058395, 990058397, 990058398, 990058399, 990058400, 990058401, 990058402, 990058404, 990058405, 990058406, 990058407, 990058408, 990058409, 990058410, 990058411, 990058412, 990058414, 990058415, 990058416, 990058418, 990058419, 990058420, 990058422, 990058423, 990058424, 990058425, 990058426, 990058428, 990058429, 990058430, 990058431, 990058432, 990058433"
3796319	"Boyce, William,1711-1779."	"10$aCathedral music;$bbeing a collection in score of the most valuable and useful compositions for that service,$cby the several English masters of the last two hundred years.  The whole selected and carefully rev. by the late Dr. William Boyce."	"0\$aLondon,$bJ. Ashley,$c1788."	3 v.front.	"II, 124"		Not in RISM				Searching Rism brings up 991007008 and the composer does not match			
3796326	"Boyce, William,1711-1779."	10$aSolomon;$ba serenata ... taken from the Canticles.	"0\$aLondon,$bPrinted and sold for the author by J. Walsh,$c1743."	"[6] p., score (101 p.)"	BB 4074		990006740			Yes		RISM ID no. 	990006740	RISM ID no. 990006740
3796343		"14$aThe British musical miscellany;$bor, The delightful grove. Being a collection of celebrated English and Scotch songs,$cby the best masters, set for the violin, German flute, the common flute and harpsichord.  Engraven in a fair character & carefully corrected."	"0\$aLondon,$bPrinted for & sold by I. Walsh$c[1734-"	v. 5illus.	"II, 117"		Not in RISM				RISM result does not appear to match UTL catalogue			
3796352	"Bruni, Antonio Bartolomeo,1757-1821."	"00$aCinquante études pour le violon,$bformant la 2.mê partie ..."	"0\$aParis,$bSieber père$c[between 1799 and 1802]"	"[1], 56 p."	B 4816		990007422			No		RISM ID no. 	990007422	RISM ID no. 990007422
3796397	"Callcott, J. W.(John Wall),1766-1821."	"02$aA collection of glees,$bcanons, and catches, including some pieces never before published.  The whole selected and arr. with an acc. for the piano-forte, ad libitum, together with a memoir of the author,$cby William Horsley."	"0\$aLondon,$bPublished for the author's widow by Birchall, Lonsdale and Mills,$c1824."	score (2 v.)port.	CC 79a		991015190			No		RISM ID no. 	991015190	RISM ID no. 991015190
3796410		"00$aCantiques spirituels sur les epitres et evangiles de l'année,$bqui en renferment les explications & principales instructions.  Avec les paraboles de l'evangile, mises en vers & en chant.  Et les airs des cantiques notés."	"0\$aParis,$bG.C. Berton,$c1754."	"xij, 322, [2] p., 36 p.of music."			Not in RISM							
3796420	"Cardon, Jean-Baptiste,ca. 1760-1803."	"00$aFour sonatas for the harp,$cwith an accompaniment for the violin ad libitum.  Op. 7."	"00$aLondon,$bPrinted & sold by R. Birchall$c[between 1789 and 1819]"		C 997		990008753			No		RISM ID no. 	990008753	RISM ID no. 990008753
3796590	"[Châteauneuf, François de Castagnères,abbé de]d. 1709"	10$aDialogue sur la musique des anciens ...	"0\$aParis,$bVeuve Pissot,$c1735."	"[8], 127, [9] p. (p. [6-9] at end advertisements)7 plates (1 fold.)"		"VI, 219"	Not in RISM							
3796644	"Clementi, Muzio,1752-1832"	"10$aSelection of practical harmony for the organ or piano forte;$bcontaining voluntaries, fugues, canons, and other ingenious pieces by the most eminent composers.$cTo which is prefixed an Epitome of counterpoint by the editor."	"0\$aLondon,$bPrinted by Clementi, Banger, Hyde, Collard & Davis$c[180-?]"	v.1-2.	C 3143		990010560			no		RISM ID no. 	990010560	RISM ID no. 990010560
3796648	"Clementi, Muzio,1752-1832"	00$aIX [i.e. Neuf] sonates pour le pianoforte.	"0\$aLeipsic,$bBreitkopf et Härtel$c[18--?]"	124 p.	C 3155		not in RISM	UTL has incorrect A number						
3796651	"Clementi, Muzio,1752-1832"	"10$aVI [i.e. Six] sonates pour le pianoforte à quatre mains,$bet I sonate pour deux pianofortes."	"0\$aLeipsic,$bBreitkopf et Härtel$c[18--?]"	"112, 6 p."	C 3155		not in RISM	UTL has incorrect A number						
3796727	"Corelli, Arcangelo,1653-1713."	"00$aOpera prima:$bXII sonatas of three parts for two violins and a bass with a through bass for ye organ, harpsichord or arch lute.$cEngrav'd from ye score and carefully corected by ye best Italian masters."	"00$aLondon,$bI. Walsh and I. Hare$c[between 1705 and 1714]"	parts 3port.	C 3672		990011057			no		RISM ID no. 	990011057	RISM ID no. 990011057
3796730	"Corelli, Arcangelo,1653-1713."	"00$aOpera quarta:$bXII sonatas of three parts for two violins and a bass with a through bass for ye organ, harpsichord or arch lute.$cEngrav'd from ye score and carefully corected by ye best Italian masters."	"00$aLondon,$bI. Walsh$c[1735]"	part 3	C 3788		990011173			no		RISM ID no. 	990011173	RISM ID no. 990011173
3796733	"Corelli, Arcangelo,1653-1713."	"00$aOpera secunda:$bXII sonatas of three parts for two violins and a bass with a through bass for ye organ, harpsichord or arch lute.$cEngrav'd from ye score and carefully corected by ye best Italian masters."	"00$aLondon,$bI. Walsh$c[between 1705 and 1714]"	part 3	C 3710		990011095			no		RISM ID no. 	990011095	RISM ID no. 990011095
3796736	"Corelli, Arcangelo,1653-1713."	"00$aOpera terza:$bXII sonatas of three parts for two violins and a bass with a through bass for ye organ, harpsichord or arch lute.$cEngrav'd from ye score and carefully corrected by ye best Italian masters."	"00$aLondon,$bI. Walsh$c[ca. 1735]"	part 3	C 3755		990011140			no		RISM ID no. 	990011140	RISM ID no. 990011140
3796739	"Corelli, Arcangelo,1653-1713."	"04$aThe score of the four operas [1-4] containing 48 sonatas$b[and of the twelve concertos, op. 6] compos'd$cby Arcangelo Corelli.  For two violins and a bass ..."	"00$aLondon,$bI. Walsh$c[1735]"	2 v.port.	C 3854		990011239			no		RISM ID no. 	990011239	RISM ID no. 990011239
